compound_id,target,sim_same_target,std_union
Q06124_CHEMBL5425562,Q06124,0.6807,1.0
Q06124_CHEMBL5417898,Q06124,0.7754,1.0
Q06124_CHEMBL5430876,Q06124,0.8042,1.0
Q06124_CHEMBL5410478,Q06124,0.6807,0.8779
Q06124_CHEMBL5434597,Q06124,0.646,0.8838
Q06124_CHEMBL5401484,Q06124,0.7256,0.7256
Q06124_CHEMBL5405120,Q06124,0.5693,0.5693
Q06124_CHEMBL5431213,Q06124,0.5947,0.5947
Q06124_CHEMBL5397714,Q06124,0.6167,0.6167
Q06124_CHEMBL5423012,Q06124,0.5967,0.5967
Q06124_CHEMBL5417082,Q06124,0.6064,0.6064
Q06124_CHEMBL5426862,Q06124,0.7354,0.7354
Q06124_CHEMBL5396396,Q06124,0.5557,0.5557
Q06124_CHEMBL5415136,Q06124,0.5933,0.5933
Q06124_CHEMBL5431659,Q06124,0.5737,0.5737
Q06124_CHEMBL5426966,Q06124,0.5161,0.5254
Q06124_CHEMBL5396867,Q06124,0.5693,0.5693
Q06124_CHEMBL5416146,Q06124,0.5938,0.5938
Q06124_CHEMBL5421651,Q06124,0.5933,0.5933
Q06124_CHEMBL5424940,Q06124,0.625,0.625
Q06124_CHEMBL5416270,Q06124,0.6602,0.6602
Q06124_CHEMBL5408024,Q06124,0.625,0.625
Q06124_CHEMBL5433260,Q06124,0.6143,0.6143
Q06124_CHEMBL5402661,Q06124,0.6377,0.6377
Q06124_CHEMBL5435971,Q06124,0.6362,0.6362
Q06124_CHEMBL5430657,Q06124,0.627,0.627
Q06124_CHEMBL5400948,Q06124,0.6143,0.6143
Q06124_CHEMBL5424837,Q06124,0.6362,0.6362
Q06124_CHEMBL5410896,Q06124,0.6602,0.6602
Q06124_CHEMBL5422106,Q06124,0.7446,0.7446
Q06124_CHEMBL5434296,Q06124,0.729,0.729
Q06124_CHEMBL5412197,Q06124,0.7202,1.0
Q06124_CHEMBL5416159,Q06124,0.6113,0.6113
Q06187_CHEMBL5431246,Q06187,1.0,1.0
Q06187_CHEMBL5421073,Q06187,1.0,1.0
Q06187_CHEMBL5405186,Q06187,1.0,1.0
Q06187_CHEMBL5398916,Q06187,1.0,1.0
Q06187_CHEMBL5418333,Q06187,1.0,1.0
Q06187_CHEMBL5427890,Q06187,1.0,1.0
Q06187_CHEMBL5399884,Q06187,1.0,1.0
Q06187_CHEMBL5414595,Q06187,0.8311,0.8311
Q06187_CHEMBL5400359,Q06187,1.0,1.0
Q06187_CHEMBL5425932,Q06187,1.0,1.0
Q06187_CHEMBL5424119,Q06187,1.0,1.0
Q06187_CHEMBL5436135,Q06187,1.0,1.0
Q06187_CHEMBL5424490,Q06187,1.0,1.0
Q06187_CHEMBL5423586,Q06187,1.0,1.0
Q06187_CHEMBL5396734,Q06187,1.0,1.0
Q06187_CHEMBL5403299,Q06187,1.0,1.0
Q06187_CHEMBL5432647,Q06187,1.0,1.0
Q06187_CHEMBL5419265,Q06187,1.0,1.0
Q06187_CHEMBL5432321,Q06187,1.0,1.0
Q06187_CHEMBL5429118,Q06187,1.0,1.0
Q06187_CHEMBL5399333,Q06187,1.0,1.0
Q06187_CHEMBL5439205,Q06187,1.0,1.0
Q06187_CHEMBL5421117,Q06187,1.0,1.0
Q06187_CHEMBL5427653,Q06187,1.0,1.0
Q06187_CHEMBL5406313,Q06187,1.0,1.0
Q06187_CHEMBL5420469,Q06187,1.0,1.0
Q06187_CHEMBL5426399,Q06187,1.0,1.0
Q06187_CHEMBL5429719,Q06187,1.0,1.0
Q06187_CHEMBL5427093,Q06187,1.0,1.0
Q06187_CHEMBL5439377,Q06187,1.0,1.0
Q06187_CHEMBL5431720,Q06187,1.0,1.0
Q06187_CHEMBL5394800,Q06187,1.0,1.0
Q06187_CHEMBL5440136,Q06187,1.0,1.0
Q06187_CHEMBL5435684,Q06187,1.0,1.0
Q06187_CHEMBL5417273,Q06187,1.0,1.0
Q06187_CHEMBL5415543,Q06187,1.0,1.0
Q06187_CHEMBL5412767,Q06187,1.0,1.0
Q06187_CHEMBL5436699,Q06187,1.0,1.0
Q06187_CHEMBL5413492,Q06187,1.0,1.0
Q06187_CHEMBL5428711,Q06187,1.0,1.0
Q06187_CHEMBL5402002,Q06187,1.0,1.0
Q06187_CHEMBL5415887,Q06187,1.0,1.0
Q06187_CHEMBL5411595,Q06187,1.0,1.0
Q06187_CHEMBL5396054,Q06187,1.0,1.0
Q06187_CHEMBL5403745,Q06187,1.0,1.0
Q06187_CHEMBL5440675,Q06187,1.0,1.0
Q06187_CHEMBL5403374,Q06187,1.0,1.0
Q06187_CHEMBL5427871,Q06187,1.0,1.0
Q06187_CHEMBL5396925,Q06187,1.0,1.0
Q06187_CHEMBL5404479,Q06187,1.0,1.0
Q06187_CHEMBL5412059,Q06187,1.0,1.0
Q06187_CHEMBL5409885,Q06187,1.0,1.0
Q06187_CHEMBL5437618,Q06187,1.0,1.0
Q06187_CHEMBL5440116,Q06187,1.0,1.0
Q06187_CHEMBL5408188,Q06187,1.0,1.0
Q06187_CHEMBL5428869,Q06187,1.0,1.0
Q06187_CHEMBL5404802,Q06187,1.0,1.0
Q06187_CHEMBL5422506,Q06187,1.0,1.0
Q06187_CHEMBL5439043,Q06187,1.0,1.0
Q06187_CHEMBL5437508,Q06187,1.0,1.0
Q06187_CHEMBL5403472,Q06187,1.0,1.0
Q06187_CHEMBL5432494,Q06187,1.0,1.0
Q06187_CHEMBL5409412,Q06187,1.0,1.0
Q06187_CHEMBL5421817,Q06187,1.0,1.0
Q06187_CHEMBL5423384,Q06187,1.0,1.0
Q06187_CHEMBL5438302,Q06187,1.0,1.0
Q06187_CHEMBL5411895,Q06187,1.0,1.0
Q06187_CHEMBL5399172,Q06187,1.0,1.0
Q06187_CHEMBL5420562,Q06187,1.0,1.0
Q12809_CHEMBL5417318,Q12809,0.2952,0.4424
Q12809_CHEMBL5415543,Q12809,0.5352,1.0
Q12809_CHEMBL5403519,Q12809,0.2893,0.8354
Q12809_CHEMBL5421645,Q12809,0.3601,0.6885
Q12809_CHEMBL5403690,Q12809,0.4937,1.0
Q12809_CHEMBL5413826,Q12809,0.3259,0.8062
Q12809_CHEMBL5441414,Q12809,0.2988,0.3767
Q12809_CHEMBL5441415,Q12809,0.2988,0.3767
Q12809_CHEMBL5402908,Q12809,0.8262,0.8262
Q12809_CHEMBL5430371,Q12809,0.3252,0.5674
Q12809_CHEMBL5433689,Q12809,0.3137,0.8203
Q12809_CHEMBL5439307,Q12809,0.3882,0.8735
Q12809_CHEMBL5417342,Q12809,0.3999,0.7241
Q12809_CHEMBL5427289,Q12809,0.425,0.8125
Q12809_CHEMBL5430110,Q12809,0.3953,0.7559
Q12809_CHEMBL5425931,Q12809,0.4048,0.8022
Q12809_CHEMBL5396337,Q12809,0.5625,0.5625
Q12809_CHEMBL5402348,Q12809,0.5,0.5
Q12809_CHEMBL5397585,Q12809,0.2954,1.0
Q12809_CHEMBL5432083,Q12809,0.3333,0.5732
Q12809_CHEMBL5439506,Q12809,0.3538,0.7847
Q12809_CHEMBL5439842,Q12809,0.3035,1.0
Q12809_CHEMBL5435884,Q12809,0.4119,0.5439
Q12809_CHEMBL5439514,Q12809,0.4343,0.647
Q12809_CHEMBL5434894,Q12809,0.2935,1.0
Q12809_CHEMBL5429949,Q12809,0.3479,0.7729
Q12809_CHEMBL5437318,Q12809,0.3333,0.4285
Q12809_CHEMBL5416588,Q12809,0.6924,0.708
Q12809_CHEMBL5435085,Q12809,0.3057,1.0
Q12809_CHEMBL5433025,Q12809,0.2527,0.8569
Q12809_CHEMBL5405483,Q12809,0.3333,0.4595
Q12809_CHEMBL5404028,Q12809,0.8145,0.8145
Q12809_CHEMBL5418451,Q12809,0.6885,0.8218
Q12809_CHEMBL5410897,Q12809,0.2771,0.7002
Q12809_CHEMBL5398558,Q12809,0.2856,0.6348
Q12809_CHEMBL5436003,Q12809,0.3584,0.6602
Q12809_CHEMBL5399557,Q12809,0.3201,0.4238
Q12809_CHEMBL5413078,Q12809,0.2588,0.8569
Q12809_CHEMBL5426169,Q12809,0.3372,0.6973
Q12809_CHEMBL5404509,Q12809,0.2886,0.6362
Q12809_CHEMBL5427278,Q12809,0.2666,0.8848
Q12809_CHEMBL5398152,Q12809,0.2761,0.7739
Q12809_CHEMBL5395542,Q12809,0.25,0.6934
Q12809_CHEMBL5409192,Q12809,0.2661,0.645
Q12809_CHEMBL5434324,Q12809,0.25,0.7178
Q12809_CHEMBL5422863,Q12809,0.2627,0.6558
Q12809_CHEMBL5419489,Q12809,0.27,0.7627
Q12809_CHEMBL5435819,Q12809,0.8062,1.0
Q12809_CHEMBL5432266,Q12809,0.2808,0.7896
Q12809_CHEMBL5437236,Q12809,0.301,0.448
Q12809_CHEMBL5411999,Q12809,0.301,0.48
Q12809_CHEMBL5420585,Q12809,0.7002,0.8062
Q12809_CHEMBL5432553,Q12809,0.2737,0.8481
Q12809_CHEMBL5416399,Q12809,0.2844,0.5464
Q12809_CHEMBL5419365,Q12809,0.2385,0.8481
Q12809_CHEMBL5395781,Q12809,0.4307,0.7061
Q12809_CHEMBL5416581,Q12809,0.3494,0.4927
Q12809_CHEMBL5428752,Q12809,0.5117,0.6079
Q12809_CHEMBL5441103,Q12809,0.4644,0.7285
Q12809_CHEMBL5395597,Q12809,0.4644,0.7285
Q12809_CHEMBL5420593,Q12809,0.4587,0.7085
Q12809_CHEMBL5417501,Q12809,0.6533,0.6533
Q12809_CHEMBL5402120,Q12809,0.4937,0.6523
Q12809_CHEMBL5440764,Q12809,0.8145,0.8145
Q12809_CHEMBL5399120,Q12809,0.3804,0.7002
Q12809_CHEMBL5428394,Q12809,0.2942,0.8052
Q12809_CHEMBL5396961,Q12809,0.3474,0.8306
Q12809_CHEMBL5396547,Q12809,0.3367,0.8428
Q12809_CHEMBL5400861,Q12809,0.3047,0.8442
Q12809_CHEMBL5426862,Q12809,0.2988,0.7354
Q12809_CHEMBL5400148,Q12809,0.6885,0.8218
Q12809_CHEMBL5418000,Q12809,0.7065,0.8452
Q12809_CHEMBL5394618,Q12809,0.3257,0.5654
Q12809_CHEMBL5414037,Q12809,0.3572,0.625
Q12809_CHEMBL5432371,Q12809,0.5488,0.79
Q12809_CHEMBL5405380,Q12809,0.2827,0.9229
Q12809_CHEMBL5399676,Q12809,0.3809,1.0
Q12809_CHEMBL5435831,Q12809,0.5903,0.5903
Q12809_CHEMBL5434251,Q12809,0.5317,0.5596
Q12809_CHEMBL5439283,Q12809,0.3704,0.7744
Q12809_CHEMBL5403087,Q12809,0.3408,0.4343
Q12809_CHEMBL5427454,Q12809,0.3865,0.7163
Q12809_CHEMBL5420899,Q12809,0.3425,0.6348
Q12809_CHEMBL5432565,Q12809,0.3489,0.853
Q12809_CHEMBL5434339,Q12809,0.3428,1.0
Q12809_CHEMBL5416490,Q12809,0.3008,1.0
Q12809_CHEMBL5411721,Q12809,0.282,1.0
Q12809_CHEMBL5403722,Q12809,0.3,0.7998
Q12809_CHEMBL5410717,Q12809,0.2734,1.0
Q12809_CHEMBL5425739,Q12809,0.3301,1.0
Q12809_CHEMBL5424297,Q12809,0.4268,1.0
Q12809_CHEMBL5412433,Q12809,0.3379,0.7168
Q12809_CHEMBL5401453,Q12809,0.3513,0.6724
Q12809_CHEMBL5428129,Q12809,0.302,0.8101
Q12809_CHEMBL5441391,Q12809,0.2922,0.3333
Q12809_CHEMBL5436114,Q12809,0.5898,0.5898
Q12809_CHEMBL5410878,Q12809,0.5498,0.5498
Q12809_CHEMBL5434807,Q12809,0.5923,0.5923
Q12809_CHEMBL5403581,Q12809,0.5713,0.5713
Q12809_CHEMBL5429029,Q12809,0.5771,0.5771
Q12809_CHEMBL5437311,Q12809,0.4888,0.4915
Q12809_CHEMBL5419543,Q12809,0.3484,0.6509
Q12809_CHEMBL5424670,Q12809,0.3152,0.6665
Q12809_CHEMBL5396638,Q12809,0.3218,0.6064
Q12809_CHEMBL5412404,Q12809,0.6431,0.6826
Q12809_CHEMBL5422051,Q12809,0.6665,1.0
Q12809_CHEMBL5399556,Q12809,0.3789,1.0
Q12809_CHEMBL5406899,Q12809,0.3157,0.7998
Q12809_CHEMBL5406703,Q12809,0.2871,0.8027
Q12809_CHEMBL5429179,Q12809,0.3813,0.8027
Q12809_CHEMBL5432538,Q12809,0.3953,1.0
Q12809_CHEMBL5416465,Q12809,0.7017,0.7017
Q12809_CHEMBL5414588,Q12809,0.4106,0.7905
Q12809_CHEMBL5406913,Q12809,0.3098,0.6104
Q12809_CHEMBL5424378,Q12809,0.4431,0.627
Q12809_CHEMBL5414982,Q12809,0.4465,0.5864
Q12809_CHEMBL5433897,Q12809,0.4814,0.5308
Q12809_CHEMBL5399932,Q12809,0.4595,0.562
Q12809_CHEMBL5401016,Q12809,0.7397,1.0
Q13546_CHEMBL5440251,Q13546,0.8696,0.8696
Q13546_CHEMBL5432235,Q13546,0.5908,0.5908
Q13546_CHEMBL5408026,Q13546,0.6099,0.7251
Q13546_CHEMBL5419480,Q13546,0.8481,0.8481
Q13546_CHEMBL5404174,Q13546,0.5776,0.5776
Q13546_CHEMBL5422041,Q13546,0.5908,0.5908
Q13546_CHEMBL5430224,Q13546,0.8535,0.8535
Q13546_CHEMBL5427031,Q13546,0.8516,0.8516
Q13546_CHEMBL5399892,Q13546,0.8271,0.8271
Q13546_CHEMBL5395362,Q13546,0.5654,0.5654
Q13546_CHEMBL5412064,Q13546,0.5908,0.5908
Q13546_CHEMBL5438972,Q13546,0.4333,0.4333
Q13546_CHEMBL5415575,Q13546,0.5513,0.5513
Q13546_CHEMBL5408672,Q13546,0.5513,0.5513
Q13546_CHEMBL5411381,Q13546,0.5732,0.5732
Q13546_CHEMBL5426073,Q13546,0.6323,0.6323
Q13546_CHEMBL5394940,Q13546,0.625,0.625
Q13546_CHEMBL5423528,Q13546,0.877,0.877
Q13546_CHEMBL5398941,Q13546,0.7563,0.7563
Q13546_CHEMBL5433218,Q13546,0.7197,0.7197
Q13546_CHEMBL5432442,Q13546,0.7319,0.7319
Q13546_CHEMBL5403329,Q13546,0.7178,0.7178
Q13546_CHEMBL5403662,Q13546,0.7075,0.7075
Q13546_CHEMBL5434132,Q13546,0.5415,0.6733
Q13546_CHEMBL5396051,Q13546,0.6343,0.6343
Q13546_CHEMBL5419190,Q13546,0.7285,0.7285
Q13546_CHEMBL5419556,Q13546,0.7061,0.7061
Q13546_CHEMBL5432711,Q13546,0.6191,0.6514
Q13546_CHEMBL5394372,Q13546,0.7534,0.7534
Q13546_CHEMBL5405225,Q13546,0.6943,0.6943
Q13546_CHEMBL5422508,Q13546,0.7534,0.7534
Q13546_CHEMBL5418785,Q13546,0.7744,0.7744
Q13546_CHEMBL5433899,Q13546,0.5757,0.5757
Q13546_CHEMBL5431192,Q13546,0.7534,0.7534
Q13546_CHEMBL5416808,Q13546,0.6665,0.6665
Q13546_CHEMBL5415623,Q13546,0.6768,0.6768
Q13546_CHEMBL5409296,Q13546,0.6499,0.6499
Q13546_CHEMBL5429657,Q13546,0.3538,0.5898
Q13546_CHEMBL5418766,Q13546,0.8481,0.8481
Q13546_CHEMBL5429816,Q13546,0.7236,0.7236
Q13546_CHEMBL5421764,Q13546,0.5776,0.5776
Q13546_CHEMBL5409414,Q13546,0.5776,0.5776
Q13546_CHEMBL5434486,Q13546,0.5654,0.5654
Q13546_CHEMBL5404074,Q13546,0.5532,0.6113
Q13546_CHEMBL5407948,Q13546,0.6665,0.6665
Q13546_CHEMBL5418930,Q13546,0.6665,0.6665
Q13546_CHEMBL5423912,Q13546,0.6665,0.6665
Q13546_CHEMBL5439801,Q13546,0.9678,0.9678
Q13546_CHEMBL5427681,Q13546,0.7568,0.7568
Q13546_CHEMBL5426570,Q13546,0.6411,0.7178
Q13546_CHEMBL5424677,Q13546,0.5107,0.5107
Q13546_CHEMBL5436651,Q13546,0.5581,0.5581
Q13547_CHEMBL5395245,Q13547,1.0,1.0
Q13547_CHEMBL5432435,Q13547,1.0,1.0
Q13547_CHEMBL5398608,Q13547,1.0,1.0
Q13547_CHEMBL5401232,Q13547,1.0,1.0
Q13547_CHEMBL5397465,Q13547,1.0,1.0
Q13547_CHEMBL5420438,Q13547,1.0,1.0
Q13547_CHEMBL5438309,Q13547,1.0,1.0
Q13547_CHEMBL5429127,Q13547,1.0,1.0
Q13547_CHEMBL5394932,Q13547,1.0,1.0
Q13547_CHEMBL5400896,Q13547,1.0,1.0
Q13547_CHEMBL5396691,Q13547,1.0,1.0
Q13547_CHEMBL5425559,Q13547,1.0,1.0
Q13547_CHEMBL5399910,Q13547,1.0,1.0
Q13547_CHEMBL5430562,Q13547,1.0,1.0
Q13547_CHEMBL5428620,Q13547,1.0,1.0
Q13547_CHEMBL5408688,Q13547,1.0,1.0
Q13547_CHEMBL5412379,Q13547,1.0,1.0
Q13547_CHEMBL5418060,Q13547,1.0,1.0
Q13547_CHEMBL5433683,Q13547,1.0,1.0
Q13547_CHEMBL5428577,Q13547,1.0,1.0
Q13547_CHEMBL5426703,Q13547,1.0,1.0
Q13547_CHEMBL5429376,Q13547,1.0,1.0
Q13547_CHEMBL5431099,Q13547,1.0,1.0
Q13547_CHEMBL5407807,Q13547,1.0,1.0
Q13547_CHEMBL5431370,Q13547,1.0,1.0
Q13547_CHEMBL5423446,Q13547,0.8354,0.8354
Q13547_CHEMBL5430899,Q13547,1.0,1.0
Q13547_CHEMBL5427815,Q13547,1.0,1.0
Q13547_CHEMBL5400985,Q13547,1.0,1.0
Q13547_CHEMBL5435640,Q13547,1.0,1.0
Q13547_CHEMBL5413269,Q13547,0.8462,0.8462
Q13547_CHEMBL5418707,Q13547,1.0,1.0
Q13547_CHEMBL5406417,Q13547,1.0,1.0
Q13547_CHEMBL5424996,Q13547,1.0,1.0
Q13547_CHEMBL5439517,Q13547,1.0,1.0
Q13547_CHEMBL5411407,Q13547,1.0,1.0
Q13547_CHEMBL5407078,Q13547,1.0,1.0
Q13547_CHEMBL5428984,Q13547,1.0,1.0
Q13547_CHEMBL5417666,Q13547,1.0,1.0
Q13547_CHEMBL5427739,Q13547,1.0,1.0
Q13547_CHEMBL5437164,Q13547,0.5,0.5
Q13547_CHEMBL5427776,Q13547,0.5078,0.5371
Q13547_CHEMBL5409329,Q13547,0.8115,0.8115
Q13547_CHEMBL5440015,Q13547,0.8335,0.8335
Q13547_CHEMBL5416731,Q13547,1.0,1.0
Q13547_CHEMBL5433467,Q13547,1.0,1.0
Q13547_CHEMBL5409260,Q13547,1.0,1.0
Q13547_CHEMBL5417826,Q13547,1.0,1.0
Q13547_CHEMBL5438582,Q13547,1.0,1.0
Q13547_CHEMBL5407061,Q13547,1.0,1.0
Q13547_CHEMBL5414999,Q13547,1.0,1.0
Q13547_CHEMBL5434760,Q13547,1.0,1.0
Q13547_CHEMBL5437604,Q13547,1.0,1.0
Q13547_CHEMBL5398384,Q13547,0.5483,0.5557
Q13547_CHEMBL5405937,Q13547,0.561,0.561
Q13547_CHEMBL5418684,Q13547,0.5073,0.5083
Q13547_CHEMBL5427242,Q13547,0.5576,0.5576
Q13547_CHEMBL5397433,Q13547,0.6592,0.6592
Q13547_CHEMBL5420639,Q13547,1.0,1.0
Q13547_CHEMBL5420610,Q13547,1.0,1.0
Q13547_CHEMBL5420194,Q13547,1.0,1.0
Q13547_CHEMBL5438992,Q13547,1.0,1.0
Q13547_CHEMBL5422534,Q13547,1.0,1.0
Q13547_CHEMBL5405258,Q13547,1.0,1.0
Q13547_CHEMBL5404735,Q13547,1.0,1.0
Q13547_CHEMBL5434398,Q13547,1.0,1.0
Q13547_CHEMBL5426859,Q13547,0.8086,0.8086
Q13547_CHEMBL5419690,Q13547,1.0,1.0
Q13547_CHEMBL5405779,Q13547,1.0,1.0
Q13547_CHEMBL5399656,Q13547,1.0,1.0
Q13547_CHEMBL5439079,Q13547,1.0,1.0
Q13547_CHEMBL5437683,Q13547,1.0,1.0
Q13547_CHEMBL5425203,Q13547,1.0,1.0
Q13547_CHEMBL5423994,Q13547,1.0,1.0
Q13547_CHEMBL5436930,Q13547,1.0,1.0
Q13547_CHEMBL5417556,Q13547,1.0,1.0
Q13547_CHEMBL5401785,Q13547,1.0,1.0
Q13547_CHEMBL5440587,Q13547,1.0,1.0
Q13547_CHEMBL5409565,Q13547,1.0,1.0
Q13547_CHEMBL5423769,Q13547,1.0,1.0
Q13547_CHEMBL5434546,Q13547,1.0,1.0
Q13547_CHEMBL5429228,Q13547,1.0,1.0
Q13547_CHEMBL5420359,Q13547,1.0,1.0
Q13547_CHEMBL5404035,Q13547,0.6719,0.7017
Q13547_CHEMBL5435026,Q13547,1.0,1.0
Q13547_CHEMBL5424227,Q13547,1.0,1.0
Q13547_CHEMBL5432401,Q13547,1.0,1.0
Q13547_CHEMBL5407947,Q13547,1.0,1.0
Q13547_CHEMBL5416658,Q13547,1.0,1.0
Q13547_CHEMBL5399973,Q13547,1.0,1.0
Q13547_CHEMBL5426471,Q13547,1.0,1.0
Q13547_CHEMBL5395429,Q13547,1.0,1.0
Q13547_CHEMBL5431600,Q13547,1.0,1.0
Q13547_CHEMBL5418936,Q13547,1.0,1.0
Q13547_CHEMBL5395752,Q13547,1.0,1.0
Q13547_CHEMBL5409321,Q13547,1.0,1.0
Q13547_CHEMBL5410667,Q13547,1.0,1.0
Q13547_CHEMBL5406671,Q13547,1.0,1.0
Q13547_CHEMBL5409269,Q13547,1.0,1.0
Q13547_CHEMBL5423614,Q13547,1.0,1.0
Q13547_CHEMBL5400284,Q13547,0.8184,0.8184
Q13547_CHEMBL5418632,Q13547,0.623,0.625
Q13547_CHEMBL5428905,Q13547,0.6851,0.6851
Q13547_CHEMBL5394496,Q13547,0.5645,0.5645
Q13547_CHEMBL5422313,Q13547,0.561,0.793
Q13547_CHEMBL5401058,Q13547,0.8423,0.8423
Q13547_CHEMBL5418488,Q13547,0.585,0.7256
Q13547_CHEMBL5431673,Q13547,1.0,1.0
Q13547_CHEMBL5407261,Q13547,1.0,1.0
Q13547_CHEMBL5415779,Q13547,1.0,1.0
Q13547_CHEMBL5403063,Q13547,1.0,1.0
Q13547_CHEMBL5417222,Q13547,1.0,1.0
Q13547_CHEMBL5422539,Q13547,1.0,1.0
Q13547_CHEMBL5417311,Q13547,1.0,1.0
Q13547_CHEMBL5409479,Q13547,1.0,1.0
Q13547_CHEMBL5426373,Q13547,1.0,1.0
Q13547_CHEMBL5433222,Q13547,1.0,1.0
Q13547_CHEMBL5414940,Q13547,1.0,1.0
Q13547_CHEMBL5403641,Q13547,1.0,1.0
Q13547_CHEMBL5401051,Q13547,1.0,1.0
Q13547_CHEMBL5407011,Q13547,1.0,1.0
Q13547_CHEMBL5423299,Q13547,1.0,1.0
Q13547_CHEMBL5420243,Q13547,1.0,1.0
Q13547_CHEMBL5413391,Q13547,1.0,1.0
Q13547_CHEMBL5435868,Q13547,1.0,1.0
Q13547_CHEMBL5404696,Q13547,1.0,1.0
Q13547_CHEMBL5440138,Q13547,1.0,1.0
Q13547_CHEMBL5436704,Q13547,1.0,1.0
Q13547_CHEMBL5422333,Q13547,1.0,1.0
Q13547_CHEMBL5440733,Q13547,1.0,1.0
Q13547_CHEMBL5431676,Q13547,1.0,1.0
Q13547_CHEMBL5416888,Q13547,1.0,1.0
Q13547_CHEMBL5395571,Q13547,1.0,1.0
Q13547_CHEMBL5421759,Q13547,1.0,1.0
Q13547_CHEMBL5409400,Q13547,0.707,0.707
Q13547_CHEMBL5420493,Q13547,1.0,1.0
Q13547_CHEMBL5397759,Q13547,1.0,1.0
Q13547_CHEMBL5434626,Q13547,1.0,1.0
Q13547_CHEMBL5413000,Q13547,1.0,1.0
Q13547_CHEMBL5395739,Q13547,1.0,1.0
Q13547_CHEMBL5440875,Q13547,1.0,1.0
Q13547_CHEMBL5419239,Q13547,0.6909,0.6909
Q13547_CHEMBL5424768,Q13547,1.0,1.0
Q13547_CHEMBL5422428,Q13547,0.8135,1.0
Q13547_CHEMBL5410652,Q13547,0.5796,1.0
Q13547_CHEMBL5440192,Q13547,0.4707,0.7129
Q13547_CHEMBL5407634,Q13547,0.5312,0.7842
Q13547_CHEMBL5426948,Q13547,0.5312,0.7842
Q13547_CHEMBL5400623,Q13547,0.6538,1.0
Q13547_CHEMBL5399635,Q13547,1.0,1.0
Q13547_CHEMBL5406759,Q13547,0.8037,0.8037
Q13547_CHEMBL5413744,Q13547,1.0,1.0
Q13547_CHEMBL5428176,Q13547,1.0,1.0
Q13547_CHEMBL5440196,Q13547,1.0,1.0
Q13547_CHEMBL5428924,Q13547,1.0,1.0
Q13547_CHEMBL5424063,Q13547,0.7886,0.7886
Q13547_CHEMBL5440160,Q13547,1.0,1.0
Q13547_CHEMBL5432519,Q13547,1.0,1.0
Q13547_CHEMBL5406583,Q13547,1.0,1.0
Q13547_CHEMBL5417760,Q13547,1.0,1.0
Q13547_CHEMBL5413316,Q13547,1.0,1.0
Q13547_CHEMBL5440032,Q13547,1.0,1.0
Q13547_CHEMBL5431560,Q13547,1.0,1.0
Q13547_CHEMBL5420876,Q13547,1.0,1.0
Q13547_CHEMBL5414870,Q13547,1.0,1.0
Q13547_CHEMBL5415246,Q13547,1.0,1.0
Q13547_CHEMBL5407734,Q13547,1.0,1.0
Q13547_CHEMBL5395816,Q13547,1.0,1.0
Q13547_CHEMBL5440176,Q13547,1.0,1.0
Q13547_CHEMBL5412747,Q13547,1.0,1.0
Q13547_CHEMBL5435909,Q13547,1.0,1.0
Q13547_CHEMBL5398464,Q13547,1.0,1.0
Q13547_CHEMBL5420057,Q13547,0.2844,1.0
Q13547_CHEMBL5404427,Q13547,1.0,1.0
Q13547_CHEMBL5404095,Q13547,1.0,1.0
Q13547_CHEMBL5429056,Q13547,1.0,1.0
Q13547_CHEMBL5419475,Q13547,1.0,1.0
Q13547_CHEMBL5396505,Q13547,1.0,1.0
Q13547_CHEMBL5399948,Q13547,1.0,1.0
Q13547_CHEMBL5409169,Q13547,1.0,1.0
Q13547_CHEMBL5431839,Q13547,1.0,1.0
Q13547_CHEMBL5429693,Q13547,1.0,1.0
Q13547_CHEMBL5409137,Q13547,0.877,0.877
Q13547_CHEMBL5437481,Q13547,1.0,1.0
Q13547_CHEMBL5410073,Q13547,1.0,1.0
Q13547_CHEMBL5433570,Q13547,1.0,1.0
Q13547_CHEMBL5395810,Q13547,1.0,1.0
Q13547_CHEMBL5409678,Q13547,1.0,1.0
Q13547_CHEMBL5420601,Q13547,1.0,1.0
Q13547_CHEMBL5412510,Q13547,1.0,1.0
Q13547_CHEMBL5399017,Q13547,0.8423,0.8423
Q13547_CHEMBL5434942,Q13547,1.0,1.0
Q13547_CHEMBL5417682,Q13547,1.0,1.0
Q13547_CHEMBL5415256,Q13547,1.0,1.0
Q13547_CHEMBL5410602,Q13547,0.75,0.75
Q13547_CHEMBL5411914,Q13547,1.0,1.0
Q13547_CHEMBL5400421,Q13547,1.0,1.0
Q13547_CHEMBL5431498,Q13547,1.0,1.0
Q13547_CHEMBL5420814,Q13547,1.0,1.0
Q13547_CHEMBL5414244,Q13547,1.0,1.0
Q13547_CHEMBL5409409,Q13547,1.0,1.0
Q13547_CHEMBL5396543,Q13547,1.0,1.0
Q13547_CHEMBL5412725,Q13547,1.0,1.0
Q13547_CHEMBL5396565,Q13547,1.0,1.0
Q13547_CHEMBL5411315,Q13547,1.0,1.0
Q13547_CHEMBL5401053,Q13547,1.0,1.0
Q13547_CHEMBL5414564,Q13547,1.0,1.0
Q13547_CHEMBL5402175,Q13547,1.0,1.0
Q13547_CHEMBL5420307,Q13547,0.8276,0.8276
Q13547_CHEMBL5437072,Q13547,1.0,1.0
Q13547_CHEMBL5396288,Q13547,1.0,1.0
