compound_id,uniprot,affinity,ex_label,fl_label,sim_union
Q13547_CHEMBL5399656,Q13547,7.43,7.43,7.43,0.5884
Q13547_CHEMBL5439079,Q13547,6.01,6.01,6.01,0.606
Q13547_CHEMBL5437683,Q13547,5.61,5.61,5.61,0.6982
Q13547_CHEMBL5425203,Q13547,6.5,6.5,6.5,0.6763
Q13547_CHEMBL5423994,Q13547,6.21,6.21,6.21,0.6479
Q13547_CHEMBL5436930,Q13547,5.78,5.78,5.78,0.5889
Q13547_CHEMBL5417556,Q13547,8.4,8.4,8.4,0.4854
Q13547_CHEMBL5401785,Q13547,8.42,8.42,8.42,0.4714
Q13547_CHEMBL5440587,Q13547,8.25,8.25,8.25,0.4856
Q13547_CHEMBL5409565,Q13547,8.27,8.27,8.27,0.405
Q13547_CHEMBL5423769,Q13547,8.2,8.2,8.2,0.5078
Q13547_CHEMBL5434546,Q13547,8.73,8.73,8.73,0.5669
Q13547_CHEMBL5429228,Q13547,7.8,7.8,7.8,0.5273
Q13547_CHEMBL5420359,Q13547,8.27,8.27,8.27,0.5537
Q13547_CHEMBL5404035,Q13547,7.15,,,0.7017
Q13547_CHEMBL5435026,Q13547,8.46,8.46,8.46,0.5273
Q13547_CHEMBL5424227,Q13547,8.15,8.15,8.15,0.585
Q13547_CHEMBL5432401,Q13547,8.09,8.09,8.09,0.5083
Q13547_CHEMBL5407947,Q13547,7.74,7.74,7.74,0.6167
Q13547_CHEMBL5416658,Q13547,8.09,8.09,8.09,0.5576
Q13547_CHEMBL5399973,Q13547,7.17,7.17,7.17,0.625
Q13547_CHEMBL5426471,Q13547,6.71,6.71,6.71,0.6548
Q13547_CHEMBL5395429,Q13547,6.51,6.51,6.51,0.6729
Q13547_CHEMBL5431600,Q13547,6.39,6.39,6.39,0.6963
Q13547_CHEMBL5418936,Q13547,7.4,7.4,7.4,0.6729
Q13547_CHEMBL5395752,Q13547,7.02,7.02,7.02,0.6963
Q13547_CHEMBL5409321,Q13547,6.76,6.76,6.76,0.6729
Q13547_CHEMBL5410667,Q13547,6.5,6.5,6.5,0.6963
Q13547_CHEMBL5406671,Q13547,8.43,8.43,8.43,0.6802
Q13547_CHEMBL5409269,Q13547,8.57,8.57,8.57,0.585
Q13547_CHEMBL5423614,Q13547,7.13,7.13,7.13,0.6064
Q13547_CHEMBL5400284,Q13547,6.65,,,0.8184
Q13547_CHEMBL5418632,Q13547,6.46,,,0.625
Q13547_CHEMBL5428905,Q13547,6.7,,,0.6851
Q13547_CHEMBL5394496,Q13547,5.67,,,0.5645
Q13547_CHEMBL5422313,Q13547,5.96,,,0.793
Q13547_CHEMBL5401058,Q13547,6.3100000000000005,,,0.8423
Q13547_CHEMBL5418488,Q13547,5.47,,,0.6201
Q13547_CHEMBL5431673,Q13547,6.61,6.61,6.61,0.5796
Q13547_CHEMBL5407261,Q13547,6.52,6.52,6.52,0.6948
Q13547_CHEMBL5415779,Q13547,6.67,6.67,6.67,0.4648
Q13547_CHEMBL5403063,Q13547,6.98,6.98,6.98,0.4583
Q13547_CHEMBL5417222,Q13547,7.23,7.23,7.23,0.5352
Q13547_CHEMBL5422539,Q13547,7.21,7.21,7.21,0.5068
Q13547_CHEMBL5417311,Q13547,7.99,7.99,7.99,0.5137
Q13547_CHEMBL5409479,Q13547,6.16,6.16,6.16,0.4924
Q13547_CHEMBL5426373,Q13547,6.67,6.67,6.67,0.4854
Q13547_CHEMBL5433222,Q13547,7.23,7.23,7.23,0.5
Q13547_CHEMBL5414940,Q13547,7.51,7.51,7.51,0.5
Q13547_CHEMBL5403641,Q13547,7.51,7.51,7.51,0.4729
Q13547_CHEMBL5401051,Q13547,8.05,8.05,8.05,0.5693
Q13547_CHEMBL5407011,Q13547,6.76,6.76,6.76,0.6064
Q13547_CHEMBL5423299,Q13547,8.64,8.64,8.64,0.4531
Q13547_CHEMBL5420243,Q13547,8.68,8.68,8.68,0.4285
Q13547_CHEMBL5413391,Q13547,8.72,8.72,8.72,0.4133
Q13547_CHEMBL5435868,Q13547,6.81,6.81,6.81,0.4343
Q13547_CHEMBL5404696,Q13547,8.2,8.2,8.2,0.4707
Q13547_CHEMBL5440138,Q13547,7.36,7.36,7.36,0.5557
Q13547_CHEMBL5436704,Q13547,7.07,7.07,7.07,0.6509
Q13547_CHEMBL5422333,Q13547,7.14,7.14,7.14,0.7168
Q13547_CHEMBL5440733,Q13547,6.91,6.91,6.91,0.6509
Q13547_CHEMBL5431676,Q13547,7.17,7.17,7.17,0.7168
Q13547_CHEMBL5416888,Q13547,8.48,8.48,8.48,0.582
Q13547_CHEMBL5395571,Q13547,7.17,7.17,7.17,0.5498
Q13547_CHEMBL5421759,Q13547,8.49,8.49,8.49,0.4924
Q13547_CHEMBL5409400,Q13547,7.52,,,0.5322
Q13547_CHEMBL5420493,Q13547,7.92,7.92,7.92,0.6431
Q13547_CHEMBL5397759,Q13547,7.16,7.16,7.16,0.5498
Q13547_CHEMBL5434626,Q13547,7.48,7.48,7.48,0.6392
Q13547_CHEMBL5413000,Q13547,7.18,7.18,7.18,0.707
Q13547_CHEMBL5395739,Q13547,6.1,6.1,6.1,0.4473
Q13547_CHEMBL5440875,Q13547,7.14,7.141032367640285,7.418400613015688,0.5151
Q13547_CHEMBL5419239,Q13547,7.5,,,0.5
Q13547_CHEMBL5424768,Q13547,6.68,6.68,6.68,0.7998
Q13547_CHEMBL5422428,Q13547,5.68,,,0.7798
Q13547_CHEMBL5410652,Q13547,5.92,,,0.728
Q13547_CHEMBL5440192,Q13547,6.68,,,0.6831
Q13547_CHEMBL5407634,Q13547,6.22,,,0.7041
Q13547_CHEMBL5426948,Q13547,6.34,,,0.7041
Q13547_CHEMBL5400623,Q13547,6.21,,,0.8608
Q13547_CHEMBL5399635,Q13547,8.49,8.49,8.49,0.5645
Q13547_CHEMBL5406759,Q13547,8.51,,,0.5791
Q13547_CHEMBL5413744,Q13547,7.63,7.63,7.63,0.5
Q13547_CHEMBL5428176,Q13547,7.92,7.92,7.92,0.5537
Q13547_CHEMBL5440196,Q13547,8.39,8.39,8.39,0.6362
Q13547_CHEMBL5428924,Q13547,8.42,8.42,8.42,0.6079
Q13547_CHEMBL5424063,Q13547,7.13,,,0.5386
Q13547_CHEMBL5440160,Q13547,7.18,7.18,7.18,0.5093
Q13547_CHEMBL5432519,Q13547,6.51,6.51,6.51,0.5181
Q13547_CHEMBL5406583,Q13547,7.35,7.35,7.35,0.5181
Q13547_CHEMBL5417760,Q13547,7.09,7.09,7.09,0.5347
Q13547_CHEMBL5413316,Q13547,8.14,8.14,8.14,0.5771
Q13547_CHEMBL5440032,Q13547,8.23,8.23,8.23,0.6362
Q13547_CHEMBL5431560,Q13547,8.23,8.23,8.23,0.6597
Q13547_CHEMBL5420876,Q13547,6.05,6.05,6.05,0.75
Q13547_CHEMBL5414870,Q13547,6.75,6.75,6.75,0.5615
Q13547_CHEMBL5415246,Q13547,4.29,4.29,4.29,0.5972
Q13547_CHEMBL5407734,Q13547,5.54,5.54,5.54,0.6089
Q13547_CHEMBL5395816,Q13547,6.76,6.76,6.76,0.5239
Q13547_CHEMBL5440176,Q13547,7.27,7.27,7.27,0.5239
Q13547_CHEMBL5412747,Q13547,7.18,7.18,7.18,0.5396
Q13547_CHEMBL5435909,Q13547,6.94,6.94,6.94,0.541
Q13547_CHEMBL5398464,Q13547,6.21,6.21,6.21,0.5698
Q13547_CHEMBL5420057,Q13547,6.33,,,0.6162
Q13547_CHEMBL5404427,Q13547,4.76,4.76,4.76,0.7358
Q13547_CHEMBL5404095,Q13547,8.35,8.35,8.35,0.5957
Q13547_CHEMBL5429056,Q13547,7.02,7.02,7.02,0.6001
Q13547_CHEMBL5419475,Q13547,5.72,5.72,5.72,0.5972
Q13547_CHEMBL5396505,Q13547,5.89,5.89,5.89,0.5596
Q13547_CHEMBL5399948,Q13547,5.96,5.96,5.96,0.5923
Q13547_CHEMBL5409169,Q13547,6.25,6.25,6.25,0.7271
Q13547_CHEMBL5431839,Q13547,6.2,6.2,6.2,0.5928
Q13547_CHEMBL5429693,Q13547,6.96,6.96,6.96,0.689
Q13547_CHEMBL5409137,Q13547,5.62,,,0.6152
Q13547_CHEMBL5437481,Q13547,6.6,6.6,6.6,0.8335
Q13547_CHEMBL5410073,Q13547,7.0,7.0,7.0,0.623
Q13547_CHEMBL5433570,Q13547,7.21,7.21,7.21,0.6616
Q13547_CHEMBL5395810,Q13547,6.14,6.14,6.14,0.6768
Q13547_CHEMBL5409678,Q13547,5.62,5.62,5.62,0.6265
Q13547_CHEMBL5420601,Q13547,6.1,6.1,6.1,0.6553
Q13547_CHEMBL5412510,Q13547,6.14,6.14,6.14,0.7632
Q13547_CHEMBL5399017,Q13547,5.85,,,0.6387
Q13547_CHEMBL5434942,Q13547,7.14,7.14,7.14,0.6313
Q13547_CHEMBL5417682,Q13547,8.0,8.0,8.0,0.5601
Q13547_CHEMBL5415256,Q13547,7.0,7.0,7.0,0.8335
Q13547_CHEMBL5410602,Q13547,8.15,,,0.75
Q13547_CHEMBL5411914,Q13547,8.19,8.19,8.19,0.6133
Q13547_CHEMBL5400421,Q13547,8.09,8.09,8.09,0.5874
Q13547_CHEMBL5431498,Q13547,7.11,7.11,7.11,0.6362
Q13547_CHEMBL5420814,Q13547,6.3,6.3,6.3,0.75
Q13547_CHEMBL5414244,Q13547,6.69,6.69,6.69,0.5303
Q13547_CHEMBL5409409,Q13547,7.2,7.2,7.2,0.75
Q13547_CHEMBL5396543,Q13547,6.97,6.97,6.97,0.5425
Q13547_CHEMBL5412725,Q13547,6.615,6.04,6.04,0.6294
Q13547_CHEMBL5396565,Q13547,6.43,6.43,6.43,0.5312
Q13547_CHEMBL5411315,Q13547,6.79,6.62,6.62,0.5073
Q13547_CHEMBL5401053,Q13547,7.03,7.03,7.03,0.5713
Q13547_CHEMBL5414564,Q13547,6.65,6.65,6.65,0.5713
Q13547_CHEMBL5402175,Q13547,6.95,6.95,6.95,0.6001
Q13547_CHEMBL5420307,Q13547,6.75,,,0.5791
Q13547_CHEMBL5437072,Q13547,6.56,6.56,6.56,0.543
Q13547_CHEMBL5396288,Q13547,6.99,6.99,6.99,0.6001
Q13547_CHEMBL5415351,Q13547,7.11,7.11,7.11,0.6001
Q13547_CHEMBL5418509,Q13547,7.3,7.3,7.3,0.6089
Q13547_CHEMBL5428663,Q13547,6.75,6.75,6.75,0.5557
Q13547_CHEMBL5433525,Q13547,7.43,7.43,7.43,0.5806
Q13547_CHEMBL5398443,Q13547,6.94,6.94,6.94,0.5791
Q13547_CHEMBL5397101,Q13547,7.13,7.13,7.13,0.5884
Q13547_CHEMBL5439406,Q13547,7.05,7.05,7.05,0.5688
Q13547_CHEMBL5394186,Q13547,7.25,7.25,7.25,0.6377
Q13547_CHEMBL5425472,Q13547,7.37,7.37,7.37,0.5654
Q13547_CHEMBL5423472,Q13547,7.37,7.37,7.37,0.7144
Q13547_CHEMBL5394727,Q13547,7.15,7.15,7.15,0.5845
Q13547_CHEMBL5430331,Q13547,7.13,7.13,7.13,0.5845
Q13547_CHEMBL5402423,Q13547,6.75,6.75,6.75,0.7637
Q13547_CHEMBL5419172,Q13547,6.81,6.81,6.81,0.604
Q13547_CHEMBL5424360,Q13547,6.81,6.81,6.81,0.6226
Q13547_CHEMBL5417416,Q13547,7.08,7.08,7.08,0.6162
Q13547_CHEMBL5407707,Q13547,6.96,6.96,6.96,0.6035
Q13547_CHEMBL5425253,Q13547,7.29,7.29,7.29,0.7207
Q13547_CHEMBL5431412,Q13547,6.67,6.67,6.67,0.7207
Q13547_CHEMBL5407714,Q13547,7.26,7.26,6.925,0.707
Q13547_CHEMBL5402136,Q13547,6.7,6.7,6.7,0.6523
Q13547_CHEMBL5402915,Q13547,6.67,6.67,6.67,0.5806
Q13547_CHEMBL5404793,Q13547,6.89,6.89,6.89,0.7207
Q13547_CHEMBL5403777,Q13547,6.95,6.95,6.99,0.75
Q13547_CHEMBL5433049,Q13547,7.04,7.04,7.02,0.769
Q13547_CHEMBL5408299,Q13547,7.03,7.03,6.99,0.75
Q13547_CHEMBL5433987,Q13547,6.74,6.74,6.74,0.8364
Q13547_CHEMBL5410437,Q13547,6.7,6.7,6.7,0.6851
Q13547_CHEMBL5398814,Q13547,6.37,6.37,6.37,0.6284
Q13547_CHEMBL5432672,Q13547,6.1,6.1,6.1,0.585
Q13547_CHEMBL5404374,Q13547,6.97,6.97,6.97,0.5737
Q13547_CHEMBL5409055,Q13547,7.26,7.26,7.26,0.5962
Q13547_CHEMBL5398994,Q13547,7.28,7.28,7.28,0.604
Q13547_CHEMBL5437925,Q13547,6.1,6.1,6.1,0.543
Q13547_CHEMBL5430751,Q13547,7.05,7.05,7.05,0.5332
Q13547_CHEMBL5408074,Q13547,7.39,7.39,7.39,0.5537
Q13547_CHEMBL5406975,Q13547,7.3,7.3,7.3,0.5312
Q13547_CHEMBL5397692,Q13547,6.14,6.14,6.14,0.5239
Q13547_CHEMBL5409731,Q13547,7.27,7.27,7.27,0.6294
Q13547_CHEMBL5409287,Q13547,6.91,6.91,6.91,0.5498
Q13547_CHEMBL5397225,Q13547,7.29,7.29,7.29,0.5894
Q13547_CHEMBL5438996,Q13547,7.22,7.22,7.22,0.5894
Q13547_CHEMBL5414698,Q13547,7.0,7.0,7.0,0.6152
Q13547_CHEMBL5438446,Q13547,7.09,7.09,7.09,0.5425
Q13547_CHEMBL5395637,Q13547,7.06,7.06,7.06,0.5835
Q13547_CHEMBL5429446,Q13547,6.89,6.89,6.89,0.7451
Q13547_CHEMBL5419832,Q13547,6.7,6.7,6.7,0.7798
Q13547_CHEMBL5414925,Q13547,8.01,8.01,8.01,0.5884
Q13547_CHEMBL5393893,Q13547,8.66,8.66,8.66,0.6328
Q13547_CHEMBL5396074,Q13547,8.51,8.51,8.51,0.5962
Q13547_CHEMBL5426015,Q13547,8.54,8.54,8.54,0.5884
Q13547_CHEMBL5439859,Q13547,8.59,8.59,8.59,0.6201
Q13547_CHEMBL5414308,Q13547,8.28,8.28,8.28,0.6201
Q13547_CHEMBL5412296,Q13547,8.68,8.68,8.68,0.5386
Q13547_CHEMBL5414898,Q13547,8.89,8.89,8.89,0.604
Q13547_CHEMBL5394047,Q13547,9.0,9.0,9.0,0.5576
Q13547_CHEMBL5399990,Q13547,8.49,8.49,8.49,0.6152
Q13547_CHEMBL5400387,Q13547,8.03,8.03,8.03,0.5181
Q13547_CHEMBL5415734,Q13547,8.38,8.38,8.38,0.604
Q13547_CHEMBL5408897,Q13547,8.24,8.24,8.24,0.5659
Q13547_CHEMBL5414384,Q13547,8.0,8.0,8.0,0.5425
Q13547_CHEMBL5418711,Q13547,8.4,8.4,8.4,0.7144
Q13547_CHEMBL5415232,Q13547,8.575,8.6,8.6,0.7954
Q13547_CHEMBL5431448,Q13547,7.96,7.96,7.96,0.5762
Q13547_CHEMBL5406785,Q13547,8.28,8.28,8.28,0.5659
Q13547_CHEMBL5423629,Q13547,7.96,7.96,7.96,0.6152
Q13547_CHEMBL5401106,Q13547,6.42,6.42,6.42,0.6729
Q13547_CHEMBL5429873,Q13547,7.17,7.17,7.17,0.686
Q13547_CHEMBL5409830,Q13547,6.74,6.74,6.74,0.647
Q13547_CHEMBL5436596,Q13547,6.85,6.85,6.85,0.627
Q13547_CHEMBL5420058,Q13547,6.71,6.71,6.71,0.6401
Q13547_CHEMBL5414971,Q13547,6.46,6.46,6.46,0.5498
Q13547_CHEMBL5432574,Q13547,6.72,6.72,6.72,0.6079
Q13547_CHEMBL5436873,Q13547,6.88,6.88,6.88,0.5693
Q13547_CHEMBL5434895,Q13547,7.06,7.06,7.06,0.5713
Q13547_CHEMBL5424823,Q13547,7.37,7.37,7.37,0.627
Q13547_CHEMBL5408565,Q13547,6.99,6.99,6.99,0.6963
Q13547_CHEMBL5402344,Q13547,7.5,7.5,7.5,0.6416
Q13547_CHEMBL5423136,Q13547,6.67,6.67,6.67,0.6792
Q13547_CHEMBL5414056,Q13547,7.22,7.22,7.22,0.6069
Q13547_CHEMBL5438694,Q13547,7.18,7.18,7.18,0.6792
Q13547_CHEMBL5394600,Q13547,7.22,7.22,7.22,0.5322
Q13547_CHEMBL5410777,Q13547,6.61,6.61,6.61,0.5151
Q13547_CHEMBL5420954,Q13547,7.23,7.23,7.23,0.5322
Q13547_CHEMBL5410523,Q13547,7.53,7.53,7.53,0.5591
Q13547_CHEMBL5416448,Q13547,7.44,7.44,7.44,0.6401
Q13547_CHEMBL5432886,Q13547,7.18,7.18,7.18,0.6221
Q13547_CHEMBL5418695,Q13547,7.49,7.49,7.49,0.6528
Q13547_CHEMBL5410992,Q13547,7.19,7.19,7.19,0.5591
Q13547_CHEMBL5432846,Q13547,7.54,7.54,7.54,0.6001
Q13547_CHEMBL5415711,Q13547,8.92,8.92,8.92,0.5972
Q13547_CHEMBL5423139,Q13547,7.19,7.19,7.19,0.7378
Q13547_CHEMBL5401815,Q13547,7.05,7.05,7.05,0.5
Q13547_CHEMBL5418570,Q13547,6.42,6.42,6.42,0.5078
Q13547_CHEMBL5440638,Q13547,6.94,6.94,6.94,0.5903
Q13547_CHEMBL5412933,Q13547,6.57,6.57,6.57,0.5239
Q13547_CHEMBL5403601,Q13547,6.55,6.55,6.55,0.6401
Q13547_CHEMBL5410880,Q13547,7.28,7.28,7.28,0.7378
Q13547_CHEMBL5402253,Q13547,6.03,6.03,6.03,0.6274
Q13547_CHEMBL5430119,Q13547,6.15,6.15,6.15,0.6094
Q13547_CHEMBL5419248,Q13547,6.16,6.16,6.16,0.75
Q13547_CHEMBL5435751,Q13547,6.27,6.27,6.27,0.4714
Q13547_CHEMBL5425972,Q13547,5.83,5.83,5.83,0.6191
Q13547_CHEMBL5398428,Q13547,6.06,6.06,6.06,0.6152
Q13547_CHEMBL5408111,Q13547,6.04,6.04,6.04,0.5654
Q13547_CHEMBL5437991,Q13547,5.67,5.67,5.67,0.7627
Q13547_CHEMBL5435590,Q13547,5.07,5.07,5.07,0.6665
Q13547_CHEMBL5411915,Q13547,5.0,5.0,5.0,0.6611
Q13547_CHEMBL5427151,Q13547,8.72,8.72,8.72,0.4219
Q13547_CHEMBL5421202,Q13547,8.85,8.85,8.85,0.4697
Q13547_CHEMBL5438599,Q13547,8.31,8.31,8.31,0.4915
Q13547_CHEMBL5426896,Q13547,4.03,4.03,4.03,0.7334
Q13547_CHEMBL5399941,Q13547,5.13,5.13,5.13,0.4919
Q13547_CHEMBL5436104,Q13547,6.31,6.31,6.31,0.5625
Q13547_CHEMBL5423557,Q13547,4.79,4.79,4.79,0.7446
Q13547_CHEMBL5436001,Q13547,5.85,5.85,5.85,0.6733
Q13547_CHEMBL5426091,Q13547,8.32,8.32,8.32,0.5625
Q13547_CHEMBL5431660,Q13547,6.15,6.15,6.15,0.5967
Q13547_CHEMBL5439488,Q13547,7.88,,,0.5371
Q13547_CHEMBL5407953,Q13547,8.47,8.47,8.47,0.4775
Q13547_CHEMBL5433627,Q13547,7.41,7.41,7.41,0.644
Q13547_CHEMBL5416264,Q13547,8.36,,,0.6226
Q13547_CHEMBL5406191,Q13547,8.72,8.72,8.72,0.4866
Q13547_CHEMBL5433364,Q13547,8.81,8.81,8.81,0.5762
Q13547_CHEMBL5403602,Q13547,9.18,9.18,9.18,0.5713
Q13547_CHEMBL5429412,Q13547,8.72,8.72,8.72,0.6001
Q13547_CHEMBL5412547,Q13547,8.25,8.25,8.25,0.6294
Q13547_CHEMBL5436035,Q13547,8.43,8.43,8.43,0.6167
Q13547_CHEMBL5403862,Q13547,8.29,8.29,8.29,0.5645
Q13547_CHEMBL5419295,Q13547,8.43,8.43,8.43,0.6226
Q13547_CHEMBL5424948,Q13547,8.26,8.26,8.26,0.6152
Q13547_CHEMBL5418093,Q13547,8.36,8.36,8.36,0.6152
Q13547_CHEMBL5401496,Q13547,8.39,,,0.6152
Q13547_CHEMBL5401406,Q13547,8.42,8.42,8.42,0.5684
Q13547_CHEMBL5423646,Q13547,5.3,5.3,5.3,0.5
Q13547_CHEMBL5437381,Q13547,5.33,5.33,5.33,0.6182
Q13547_CHEMBL5428795,Q13547,6.09,6.09,6.09,0.7446
Q13547_CHEMBL5413612,Q13547,5.48,5.48,5.48,0.5308
Q13547_CHEMBL5394143,Q13547,5.37,5.37,5.37,0.5498
Q13547_CHEMBL5404245,Q13547,5.9,,,0.6104
Q13547_CHEMBL5401169,Q13547,5.29,5.29,5.29,0.623
Q13547_CHEMBL5403206,Q13547,6.37,6.37,6.37,0.6104
Q13547_CHEMBL5430740,Q13547,6.72,6.72,6.72,0.6167
Q13547_CHEMBL5424224,Q13547,6.06,6.06,6.06,0.5864
Q13547_CHEMBL5411948,Q13547,6.11,6.11,6.11,0.6602
Q13547_CHEMBL5403974,Q13547,8.13,8.13,8.13,0.3999
Q13547_CHEMBL5415687,Q13547,5.38,5.38,5.38,0.814
Q13627_CHEMBL5410811,Q13627,6.97,,,0.6807
Q13627_CHEMBL5403328,Q13627,6.28,,,0.7109
Q13627_CHEMBL5416086,Q13627,6.0,,,0.5
Q13627_CHEMBL5417336,Q13627,5.62,,,0.5293
Q13627_CHEMBL5401513,Q13627,5.8,,,0.4854
Q13627_CHEMBL5401218,Q13627,5.76,,,0.5361
Q13627_CHEMBL5395267,Q13627,5.22,,,0.5615
Q13627_CHEMBL5414801,Q13627,8.15,,,0.8945
Q13627_CHEMBL5429707,Q13627,7.54,,,0.625
Q13627_CHEMBL5428562,Q13627,6.92,,,0.625
Q13627_CHEMBL5401556,Q13627,7.96,,,0.7017
Q13627_CHEMBL5432405,Q13627,7.69,,,0.6865
Q13627_CHEMBL5404093,Q13627,5.76,,,0.5068
Q13627_CHEMBL5401354,Q13627,5.32,,,0.4231
Q13627_CHEMBL5426463,Q13627,5.41,,,0.6377
Q13627_CHEMBL5417699,Q13627,7.12,,,0.4604
Q13627_CHEMBL5429691,Q13627,6.95,,,0.6865
Q13627_CHEMBL5432194,Q13627,7.06,,,0.4177
Q13627_CHEMBL5415554,Q13627,6.71,,,0.6284
Q13627_CHEMBL5395833,Q13627,7.94,,,0.5757
Q13627_CHEMBL5415238,Q13627,6.31,,,0.6196
Q13627_CHEMBL5428750,Q13627,8.3,,,0.623
Q13627_CHEMBL5406864,Q13627,7.27,,,0.707
Q13627_CHEMBL5435933,Q13627,5.13,,,0.4546
Q13627_CHEMBL5421052,Q13627,6.29,,,0.7422
Q13627_CHEMBL5429359,Q13627,7.44,,,0.4675
Q13627_CHEMBL5406490,Q13627,6.68,,,0.5137
Q13627_CHEMBL5426876,Q13627,6.02,,,0.7656
Q13627_CHEMBL5413380,Q13627,5.06,,,0.5137
Q13627_CHEMBL5396081,Q13627,7.7,,,0.7539
Q13627_CHEMBL5429086,Q13627,7.03,,,0.7759
Q13627_CHEMBL5411649,Q13627,5.69,,,0.5713
Q13627_CHEMBL5432630,Q13627,5.4,,,0.5083
Q13627_CHEMBL5413622,Q13627,7.01,,,0.6001
Q13627_CHEMBL5423818,Q13627,6.33,,,0.5576
Q13627_CHEMBL5416942,Q13627,7.85,,,0.8667
Q13627_CHEMBL5424488,Q13627,6.7,,,0.6938
Q13627_CHEMBL5417631,Q13627,5.46,,,0.5371
Q13627_CHEMBL5418822,Q13627,5.69,,,0.6895
Q13627_CHEMBL5439632,Q13627,5.88,,,0.457
Q13627_CHEMBL5395734,Q13627,5.63,,,0.5
Q13627_CHEMBL5416327,Q13627,5.72,,,0.5498
Q13627_CHEMBL5424114,Q13627,5.69,,,0.5083
Q13627_CHEMBL5435495,Q13627,7.18,,,0.7627
Q13627_CHEMBL5426335,Q13627,6.16,,,0.5874
Q13627_CHEMBL5440916,Q13627,5.66,,,0.4697
Q13627_CHEMBL5397989,Q13627,6.12,,,0.5
Q13627_CHEMBL5410464,Q13627,6.54,,,0.519
Q13627_CHEMBL5426304,Q13627,5.61,,,0.3999
Q13627_CHEMBL5425642,Q13627,5.87,,,0.4312
Q13627_CHEMBL5416749,Q13627,6.18,,,0.4465
Q13627_CHEMBL5401689,Q13627,6.32,,,0.5688
Q13627_CHEMBL5436022,Q13627,6.25,,,0.5293
Q13627_CHEMBL5402600,Q13627,6.41,,,0.6001
Q13627_CHEMBL5412760,Q13627,6.23,,,0.5776
Q13627_CHEMBL5440179,Q13627,5.25,,,0.5229
Q13627_CHEMBL5404932,Q13627,5.44,,,0.5571
Q13627_CHEMBL5412339,Q13627,5.65,,,0.6665
Q13627_CHEMBL5411492,Q13627,5.54,,,0.6182
Q13627_CHEMBL5411512,Q13627,5.52,,,0.5322
Q13627_CHEMBL5418042,Q13627,6.02,,,0.6167
Q13627_CHEMBL5404416,Q13627,8.7,,,0.644
Q13627_CHEMBL5405572,Q13627,8.0,,,0.6064
Q13627_CHEMBL5394613,Q13627,7.3,,,0.644
Q13627_CHEMBL5420724,Q13627,8.7,,,0.6729
Q13627_CHEMBL5437222,Q13627,6.63,,,0.644
Q13627_CHEMBL5422413,Q13627,6.58,,,0.5903
Q13627_CHEMBL5419006,Q13627,6.62,,,0.6553
Q13627_CHEMBL5395680,Q13627,7.13,,,0.8237
Q13627_CHEMBL5435718,Q13627,5.24,,,0.8491
Q13627_CHEMBL5408457,Q13627,7.01,,,0.644
Q13627_CHEMBL5413427,Q13627,7.48,,,0.5903
Q13627_CHEMBL5425748,Q13627,7.11,,,0.6553
Q13627_CHEMBL5410991,Q13627,7.33,,,0.8237
Q13627_CHEMBL5408540,Q13627,5.58,,,0.8491
Q13627_CHEMBL5428651,Q13627,9.0,,,0.6826
Q13627_CHEMBL5422936,Q13627,7.66,,,0.8184
Q13627_CHEMBL5437737,Q13627,7.8,,,0.7534
Q13627_CHEMBL5416971,Q13627,5.44,,,0.5669
Q13627_CHEMBL5415866,Q13627,5.77,,,0.5557
Q15910_CHEMBL5427886,Q15910,7.68,,,0.7222
Q15910_CHEMBL5407503,Q15910,7.42,,,0.7324
Q15910_CHEMBL5395024,Q15910,7.46,,,0.7222
Q15910_CHEMBL5406530,Q15910,7.41,,,0.7427
Q15910_CHEMBL5404097,Q15910,8.71,,,0.8491
Q15910_CHEMBL5408277,Q15910,7.97,,,0.8052
Q15910_CHEMBL5402038,Q15910,8.61,,,0.7803
Q15910_CHEMBL5429668,Q15910,7.33,,,0.8135
Q15910_CHEMBL5408839,Q15910,8.0,,,0.7324
Q15910_CHEMBL5433886,Q15910,8.79,,,0.7217
Q15910_CHEMBL5429234,Q15910,6.76,,,0.7124
Q15910_CHEMBL5436336,Q15910,7.96,,,0.7222
Q15910_CHEMBL5417925,Q15910,7.3,,,0.7534
Q15910_CHEMBL5396769,Q15910,6.86,,,0.7646
Q15910_CHEMBL5417070,Q15910,6.87,,,0.6313
Q15910_CHEMBL5394741,Q15910,7.42,,,0.7646
Q15910_CHEMBL5413031,Q15910,6.925,,,0.7271
Q15910_CHEMBL5393990,Q15910,8.1,,,0.4951
Q15910_CHEMBL5408520,Q15910,8.28,,,0.4412
Q15910_CHEMBL5436593,Q15910,7.8,,,0.4827
Q15910_CHEMBL5426154,Q15910,8.03,,,0.4326
Q15910_CHEMBL5400888,Q15910,7.66,,,0.686
Q15910_CHEMBL5416575,Q15910,7.4,,,0.6265
Q15910_CHEMBL5418132,Q15910,8.13,,,0.7109
Q15910_CHEMBL5408322,Q15910,7.44,,,0.6479
Q15910_CHEMBL5421282,Q15910,8.14,,,0.7109
Q15910_CHEMBL5429552,Q15910,7.93,,,0.6738
Q15910_CHEMBL5412340,Q15910,8.21,,,0.7285
Q15910_CHEMBL5395240,Q15910,8.2,,,0.6479
Q15910_CHEMBL5412589,Q15910,6.19,,,0.6362
Q15910_CHEMBL5401078,Q15910,8.69,,,0.6626
Q15910_CHEMBL5417862,Q15910,8.19,,,0.7656
